Distance	DGR_ID
689	NZ_LKKS01000033.1
24682	NZ_BBDW01000001.1
246	NZ_BBDW01000001.1
527183	NZ_CP009429.1
1367	NZ_BCBB01000027.1
675	NZ_BCBB01000027.1
1367	NZ_BCBU01000003.1
675	NZ_BCBU01000003.1
2901	NZ_CDHG01000005.1
2712	NZ_CDHG01000005.1
1713	NZ_CDHG01000005.1
84	NZ_CDHG01000005.1
195	NZ_CDHG01000005.1
49058	NZ_CDHG01000005.1
1584	NZ_COYP01000017.1
1584	NZ_COYP01000017.1
539	NZ_LBNV01000021.1
911263	NZ_LN879468.1
261	NZ_CZBV01000004.1
30108	NZ_CYXY01000005.1
630	NZ_CYXY01000005.1
50450	NZ_CZAZ01000002.1
1169	NZ_CZAZ01000002.1
260	NZ_CYYC01000004.1
235	NZ_CYXN01000005.1
2057	NZ_CYYL01000002.1
1461	NZ_CZBH01000002.1
1339	NZ_BCBX01000033.1
7371	NZ_BCBX01000033.1
39	NZ_BCFK01000064.1
91386	NZ_LMLT01000010.1
91224	NZ_LMLT01000010.1
91218	NZ_LMLT01000010.1
90774	NZ_LMLT01000010.1
83760	NZ_LMLT01000010.1
70206	NZ_LMLT01000010.1
57175	NZ_LMLT01000010.1
40476	NZ_LMLT01000010.1
35585	NZ_LMLT01000010.1
27596	NZ_LMLT01000010.1
42403	NZ_LMLT01000010.1
49992	NZ_LMLT01000010.1
49990	NZ_LMLT01000010.1
81207	NZ_LMLT01000010.1
4983	NZ_LMLL01000016.1
5017	NZ_LMEC01000011.1
1334	NZ_LMEC01000011.1
664	NZ_LMEC01000011.1
384410	NZ_LMQV01000044.1
1548	NZ_LMFF01000012.1
568	NZ_LMFF01000012.1
893339	NZ_LMGS01000009.1
490112	NZ_LMGM01000001.1
644179	NZ_LMJU01000001.1
94216	NZ_LMJF01000001.1
94222	NZ_LMJF01000001.1
275761	NZ_LMJF01000001.1
275767	NZ_LMJF01000001.1
423632	NZ_LMJF01000001.1
423638	NZ_LMJF01000001.1
423644	NZ_LMJF01000001.1
423650	NZ_LMJF01000001.1
423656	NZ_LMJF01000001.1
423662	NZ_LMJF01000001.1
423668	NZ_LMJF01000001.1
423674	NZ_LMJF01000001.1
423680	NZ_LMJF01000001.1
481073	NZ_LMJF01000001.1
481364	NZ_LMJF01000001.1
481370	NZ_LMJF01000001.1
519556	NZ_LMJF01000001.1
624720	NZ_LMJF01000001.1
625305	NZ_LMJF01000001.1
625368	NZ_LMJF01000001.1
728577	NZ_LMJF01000001.1
748594	NZ_LMJF01000001.1
748600	NZ_LMJF01000001.1
748606	NZ_LMJF01000001.1
1334778	NZ_LMJF01000001.1
1362294	NZ_LMJF01000001.1
1491468	NZ_LMJF01000001.1
983224	NZ_LMJF01000001.1
834439	NZ_LMJF01000001.1
519614	NZ_LMJF01000001.1
519608	NZ_LMJF01000001.1
519602	NZ_LMJF01000001.1
519596	NZ_LMJF01000001.1
246950	NZ_LMJF01000001.1
155811	NZ_LMJF01000001.1
92343	NZ_LMJF01000001.1
5232	NZ_LDJG01000036.1
633	NZ_LDJG01000036.1
2045363	NZ_KQ483358.1
1535234	NZ_KQ483358.1
626655	NZ_KQ483358.1
724645	NZ_KQ483358.1
983627	NZ_KQ483358.1
1306360	NZ_KQ483358.1
402597	NZ_KQ483358.1
168	NZ_AZFC01000002.1
162	NZ_AZEI01000017.1
595187	NZ_LJYG01000108.1
1598	NZ_CP013118.1
2024300	NZ_CP013118.1
2863	NZ_CP013145.1
575	NZ_CP013189.1
7755	NZ_CP012680.1
1394	NZ_CP012680.1
698	NZ_CP012680.1
42775	NZ_LNVK01000025.1
42775	NZ_LNVK01000025.1
529	NZ_LOQE01000002.1
1120529	NZ_CP013671.1
793277	NZ_KQ948146.1
1361	NZ_LNQU01000005.1
693	NZ_LNQU01000005.1
1527	NZ_LOWF01000107.1
1147	NZ_LOWF01000107.1
644	NZ_LOWF01000107.1
80860	NZ_LOWI01000016.1
1625	NZ_LOWP01000021.1
1139	NZ_LOWP01000021.1
653	NZ_LOWP01000021.1
7124	NZ_LOXK01000134.1
1139	NZ_LOXK01000134.1
653	NZ_LOXK01000134.1
114125	NZ_LPAG01000068.1
1138	NZ_LPAI01000116.1
644	NZ_LPAI01000116.1
2211	NZ_LPAT01000035.1
1130	NZ_LPAT01000035.1
644	NZ_LPAT01000035.1
486	NZ_LPAT01000035.1
9161	NZ_LPCO01000006.1
1131	NZ_LPCO01000006.1
645	NZ_LPCO01000006.1
1530	NZ_LPCQ01000232.1
1150	NZ_LPCQ01000232.1
644	NZ_LPCQ01000232.1
1127	NZ_LPCN01000042.1
644	NZ_LPCN01000042.1
1147	NZ_LPFU01000034.1
653	NZ_LPFU01000034.1
1147	NZ_LPKL01000043.1
653	NZ_LPKL01000043.1
8713	NZ_LPMJ01000057.1
1151	NZ_LPMJ01000057.1
644	NZ_LPMJ01000057.1
2231	NZ_LPMK01000004.1
1151	NZ_LPMK01000004.1
644	NZ_LPMK01000004.1
715	NZ_FCKV01000010.1
1404	NZ_LCYC01000058.1
707	NZ_LCYC01000058.1
31583	NZ_AP013042.1
2145	NZ_AP013042.1
116276	NZ_AP013042.1
251649	NZ_AP013042.1
3571814	NZ_AP014951.1
39768	NZ_LRUJ01000041.1
1459	NZ_LRUJ01000041.1
923	NZ_LNRF01000008.1
920	NZ_BCTL01000102.1
2061551	NZ_CP014474.1
680	NZ_JYFV01000006.1
284687	NZ_CP014517.1
230	NZ_KQ968198.1
35705	NZ_KQ968401.1
223	NZ_KQ968401.1
576	NZ_LQYW01000149.1
4165433	NZ_JXDL01000001.1
4113473	NZ_JXDL01000001.1
4084494	NZ_JXDL01000001.1
4014205	NZ_JXDL01000001.1
3965088	NZ_JXDL01000001.1
3961949	NZ_JXDL01000001.1
3958835	NZ_JXDL01000001.1
3843902	NZ_JXDL01000001.1
3806505	NZ_JXDL01000001.1
3639576	NZ_JXDL01000001.1
3382324	NZ_JXDL01000001.1
3298689	NZ_JXDL01000001.1
3149767	NZ_JXDL01000001.1
3109565	NZ_JXDL01000001.1
3109508	NZ_JXDL01000001.1
3075295	NZ_JXDL01000001.1
2920681	NZ_JXDL01000001.1
2860437	NZ_JXDL01000001.1
2816688	NZ_JXDL01000001.1
2796206	NZ_JXDL01000001.1
2638453	NZ_JXDL01000001.1
2559644	NZ_JXDL01000001.1
2516768	NZ_JXDL01000001.1
2293109	NZ_JXDL01000001.1
2094911	NZ_JXDL01000001.1
1955451	NZ_JXDL01000001.1
1917358	NZ_JXDL01000001.1
1744852	NZ_JXDL01000001.1
1578311	NZ_JXDL01000001.1
1578314	NZ_JXDL01000001.1
1577588	NZ_JXDL01000001.1
1576721	NZ_JXDL01000001.1
1548480	NZ_JXDL01000001.1
1532573	NZ_JXDL01000001.1
1476371	NZ_JXDL01000001.1
1378940	NZ_JXDL01000001.1
1313227	NZ_JXDL01000001.1
1271436	NZ_JXDL01000001.1
1186869	NZ_JXDL01000001.1
1148354	NZ_JXDL01000001.1
1130265	NZ_JXDL01000001.1
1055691	NZ_JXDL01000001.1
952508	NZ_JXDL01000001.1
892140	NZ_JXDL01000001.1
830892	NZ_JXDL01000001.1
828126	NZ_JXDL01000001.1
724263	NZ_JXDL01000001.1
545657	NZ_JXDL01000001.1
385630	NZ_JXDL01000001.1
372293	NZ_JXDL01000001.1
305704	NZ_JXDL01000001.1
232623	NZ_JXDL01000001.1
192909	NZ_JXDL01000001.1
174475	NZ_JXDL01000001.1
107702	NZ_JXDL01000001.1
44851	NZ_JXDL01000001.1
60845	NZ_JXDL01000001.1
174163	NZ_JXDL01000001.1
312667	NZ_JXDL01000001.1
312671	NZ_JXDL01000001.1
330533	NZ_JXDL01000001.1
532364	NZ_JXDL01000001.1
599751	NZ_JXDL01000001.1
604793	NZ_JXDL01000001.1
872007	NZ_JXDL01000001.1
941546	NZ_JXDL01000001.1
1124862	NZ_JXDL01000001.1
1206542	NZ_JXDL01000001.1
1262207	NZ_JXDL01000001.1
1286535	NZ_JXDL01000001.1
1392850	NZ_JXDL01000001.1
1393910	NZ_JXDL01000001.1
1492950	NZ_JXDL01000001.1
1557642	NZ_JXDL01000001.1
1577059	NZ_JXDL01000001.1
1600574	NZ_JXDL01000001.1
1776804	NZ_JXDL01000001.1
1797315	NZ_JXDL01000001.1
1827442	NZ_JXDL01000001.1
2341187	NZ_JXDL01000001.1
2341999	NZ_JXDL01000001.1
2442896	NZ_JXDL01000001.1
2523111	NZ_JXDL01000001.1
2546871	NZ_JXDL01000001.1
2601640	NZ_JXDL01000001.1
2747500	NZ_JXDL01000001.1
2759958	NZ_JXDL01000001.1
3200387	NZ_JXDL01000001.1
3202757	NZ_JXDL01000001.1
3299641	NZ_JXDL01000001.1
3298364	NZ_JXDL01000001.1
3246292	NZ_JXDL01000001.1
3190087	NZ_JXDL01000001.1
3089256	NZ_JXDL01000001.1
3002906	NZ_JXDL01000001.1
2950805	NZ_JXDL01000001.1
2915612	NZ_JXDL01000001.1
2761018	NZ_JXDL01000001.1
2665023	NZ_JXDL01000001.1
2548481	NZ_JXDL01000001.1
2481013	NZ_JXDL01000001.1
2439583	NZ_JXDL01000001.1
2403643	NZ_JXDL01000001.1
2393278	NZ_JXDL01000001.1
2359010	NZ_JXDL01000001.1
2347243	NZ_JXDL01000001.1
2328271	NZ_JXDL01000001.1
2304032	NZ_JXDL01000001.1
2291231	NZ_JXDL01000001.1
2235872	NZ_JXDL01000001.1
2145527	NZ_JXDL01000001.1
2145149	NZ_JXDL01000001.1
2005390	NZ_JXDL01000001.1
1971423	NZ_JXDL01000001.1
1927751	NZ_JXDL01000001.1
1887702	NZ_JXDL01000001.1
1812711	NZ_JXDL01000001.1
1781051	NZ_JXDL01000001.1
1779555	NZ_JXDL01000001.1
1773830	NZ_JXDL01000001.1
1772035	NZ_JXDL01000001.1
1771567	NZ_JXDL01000001.1
1743125	NZ_JXDL01000001.1
1740195	NZ_JXDL01000001.1
1659427	NZ_JXDL01000001.1
1556158	NZ_JXDL01000001.1
1545277	NZ_JXDL01000001.1
1501039	NZ_JXDL01000001.1
1392840	NZ_JXDL01000001.1
