region	distance	type
CHR2|107082452-107084284	0.11983026	HGT
CHR2|108160659-108161775	0.0735431	HGT
CHR2|108443623-108446614	0.11697558	HGT
CHR2|111980874-111982487	0.02522652	HGT
CHR2|114407820-114411550	0.01503604	HGT
CHR2|118850345-118851969	0.02389529	HGT
CHR2|128346261-128347630	0.15892851	HGT
CHR2|132414472-132417080	0.05684066	HGT
CHR2|133110082-133111355	0.08612634	HGT
CHR2|170321103-170324914	0.10386527	HGT
CHR2|173486222-173487536	0.05958569	HGT
CHR2|229759397-229761189	0.05041914	HGT
CHR2|229761889-229763843	0.04667257	HGT
CHR2|233764357-233765580	0.05264836	HGT
CHR2|235553982-235557850	0.16507992	HGT
CHR2|239455321-239457607	0.01220619	HGT
CHR2|239675709-239677357	0.01863905	HGT
CHR2|239685089-239686411	0.03043939	HGT
CHR2|239788655-239790029	0.07617987	HGT
CHR2|240202423-240204715	0.06876162	HGT
CHR2|240267207-240268881	0.0967395	HGT
CHR2|241538987-241540672	0.02596087	HGT
CHR2|241626389-241628488	0.05156655	HGT
CHR2|241862838-241863965	0.20548213	HGT
CHR2|241916178-241919053	0.05362986	HGT
CHR2|242704912-242707061	0.17180378	HGT
CHR2|242760170-242762460	0.06762737	HGT
CHR2|242823428-242824771	0.07141665	HGT
CHR2|242843972-242846682	0.05669193	HGT
CHR2|242878291-242879373	0.05225235	HGT
CHR2|242895025-242896104	0.07872843	HGT
CHR2|242926926-242928535	0.02777775	HGT
CHR2|242945419-242946812	0.04418423	HGT
CHR2|242988669-242989835	0.13668291	HGT
CHR3|175695-177319	0.02444739	HGT
CHR3|8453200-8454365	0.02960946	HGT
CHR3|13743852-13746843	0.03904053	HGT
CHR3|13748605-13749736	0.03340213	HGT
CHR3|13749744-13753491	0.03529903	HGT
CHR3|13755414-13757355	0.04428529	HGT
CHR3|38201688-38203993	0.07326739	HGT
CHR3|58858403-58859738	0.01732039	HGT
CHR3|69882798-69884777	0.02134725	HGT
CHR3|75444030-75446266	0.04690834	HGT
CHR3|75826309-75829480	0.04248854	HGT
CHR3|76062574-76063740	0.01313645	HGT
CHR3|77339285-77345689	0.0221041	HGT
CHR3|81063385-81064731	0.00681274	HGT
CHR3|113956241-113957973	0.02832597	HGT
CHR3|133133225-133137120	0.17030263	HGT
CHR3|163537618-163538636	0.02012879	HGT
CHR3|166597676-166598871	0.04500975	HGT
CHR3|180851716-180852744	0.05555418	HGT
CHR3|180867659-180868682	0.03611593	HGT
CHR3|195199006-195216510	0.00324796	HGT
CHR3|195217048-195219386	0.00352801	HGT
CHR3|195219906-195223345	0.00337167	HGT
CHR3|195226193-195227229	0.00371293	HGT
CHR3|195227504-195228632	0.00349185	HGT
CHR3|195228885-195230814	0.00353563	HGT
CHR3|195232141-195233822	0.00288087	HGT
CHR3|195437088-195438555	0.03978556	HGT
CHR3|195439644-195441295	0.12970946	HGT
CHR3|195502513-195503629	0.13348749	HGT
CHR3|195601280-195602509	0.08617697	HGT
CHR3|195607233-195608756	0.05707542	HGT
CHR3|195825849-195827202	0.12182221	HGT
CHR3|196237904-196239266	0.01294827	HGT
CHR3|197404436-197405528	0.02380611	HGT
CHR3|197406133-197407458	0.02602559	HGT
CHR3|197485826-197488518	0.02378765	HGT
CHR3|197825737-197832772	0.04019799	HGT
CHR3|197945584-197947939	0.08336715	HGT
CHR4|81130-82278	0.02650635	HGT
CHR4|85643-87195	0.01326597	HGT
CHR4|330091-331243	0.09038167	HGT
CHR4|738461-741145	0.14199608	HGT
CHR4|752002-754091	0.11269772	HGT
CHR4|1088770-1090557	0.0584935	HGT
CHR4|1217922-1218984	0.04536935	HGT
CHR4|1266712-1268600	0.08390797	HGT
CHR4|1276455-1277597	0.03975369	HGT
CHR4|1313550-1315329	0.04100858	HGT
CHR4|1391061-1392234	0.07042018	HGT
CHR4|1419643-1420914	0.03507463	HGT
CHR4|1421074-1423139	0.0285431	HGT
CHR4|1651084-1652190	0.04307217	HGT
CHR4|3569760-3571167	0.11447133	HGT
CHR4|6038622-6040298	0.03804066	HGT
CHR4|7443293-7444492	0.17914092	HGT
CHR4|7483594-7484603	0.06936789	HGT
CHR4|7641112-7642364	0.07892583	HGT
CHR4|7836583-7837654	0.04478087	HGT
CHR4|7919868-7920930	0.06096377	HGT
CHR4|9475439-9476947	0.09176585	HGT
CHR4|34837366-34838675	0.03163213	HGT
CHR4|49168086-49169239	0.03547531	HGT
CHR4|49525656-49526696	0.08077659	HGT
CHR4|84570111-84571187	0.0721577	HGT
CHR4|103330612-103331985	0.02133615	HGT
CHR4|104033951-104035032	0.05557494	HGT
CHR4|119552087-119555126	0.05484223	HGT
CHR4|120326863-120330399	0.05960293	HGT
CHR4|132122437-132123490	0.01038365	HGT
CHR4|132538607-132540633	0.02562612	HGT
CHR4|138088500-138089508	0.00128325	HGT
CHR4|141700894-141702449	0.01670625	HGT
CHR4|144973876-144974976	0.05362233	HGT
CHR4|148703983-148705505	0.07965735	HGT
CHR4|149428767-149430325	0.01252107	HGT
CHR4|159027039-159028242	0.04556598	HGT
CHR4|182160342-182162770	0.04069843	HGT
CHR4|185886227-185888302	0.12027618	HGT
CHR4|186955231-186956703	0.01875795	HGT
CHR4|187159958-187161561	0.02119857	HGT
CHR4|187292462-187293887	0.02760523	HGT
CHR4|187354232-187357858	0.08371765	HGT
CHR4|187890436-187892577	0.04651379	HGT
CHR4|189366005-189367506	0.02268467	HGT
CHR4|189368761-189369856	0.02262143	HGT
CHR4|189931721-189933186	0.02437215	HGT
CHR4|190105372-190106373	0.04241978	HGT
CHR4|190228671-190230796	0.06291099	HGT
CHR5|175503-177020	0.05212193	HGT
CHR5|357742-359480	0.09248744	HGT
CHR5|497875-499040	0.0615679	HGT
CHR5|509284-510586	0.05330351	HGT
CHR5|562467-566179	0.11837905	HGT
CHR5|567823-569199	0.06198946	HGT
CHR5|631039-633654	0.06778329	HGT
CHR5|696153-697381	0.04424253	HGT
CHR5|857301-858868	0.052829	HGT
CHR5|882288-883310	0.10264289	HGT
CHR5|1041173-1042347	0.0794761	HGT
CHR5|1057815-1060417	0.05413725	HGT
CHR5|1069978-1072780	0.0822707	HGT
CHR5|1191341-1193455	0.14177503	HGT
CHR5|1272601-1273990	0.12512364	HGT
CHR5|1282649-1285054	0.08969774	HGT
CHR5|1319103-1320692	0.03895953	HGT
CHR5|1724349-1725396	0.05789242	HGT
CHR5|1950634-1951943	0.06598986	HGT
CHR5|1955887-1956938	0.08819967	HGT
CHR5|2145376-2147163	0.09585543	HGT
CHR5|2490314-2491543	0.01139948	HGT
CHR5|4144686-4145713	0.0158798	HGT
CHR5|4842890-4844106	0.09470659	HGT
CHR5|8079381-8080409	0.05206977	HGT
CHR5|10638767-10640052	0.09805177	HGT
CHR5|12056780-12058145	0.03256904	HGT
CHR5|26235281-26236875	0.19081294	HGT
CHR5|45372710-45374360	0.08161869	HGT
CHR5|66621853-66624910	0.03363645	HGT
CHR5|108688427-108690563	0.03486421	HGT
CHR5|117874609-117878452	0.02459565	HGT
CHR5|117879039-117880185	0.11234334	HGT
CHR5|135089105-135092100	0.00792699	HGT
CHR5|135142970-135144038	0.04235502	HGT
CHR5|165227711-165228783	0.03730725	HGT
CHR5|169043466-169044939	0.01772303	HGT
CHR5|175474015-175475743	0.0317602	HGT
CHR5|175499322-175501520	0.02073829	HGT
CHR5|176297783-176299518	0.14683121	HGT
CHR5|177191286-177192649	0.02217506	HGT
CHR5|177222358-177224174	0.03057325	HGT
CHR5|177264753-177265894	0.00225416	HGT
CHR5|177388066-177389378	0.09246621	HGT
CHR5|177406348-177407647	0.04615453	HGT
CHR5|177445123-177447124	0.02427294	HGT
CHR5|178003773-178004825	0.10515107	HGT
CHR5|179275896-179277254	0.0275231	HGT
CHR5|180042145-180043169	0.09509294	HGT
CHR5|180515659-180518455	0.00964906	HGT
CHR5|180752558-180754980	0.07381185	HGT
CHR5|180877085-180878650	0.03995503	HGT
CHR6|519075-521528	0.09042619	HGT
CHR6|601091-602537	0.05922972	HGT
CHR6|1533905-1535208	0.05864947	HGT
CHR6|2200333-2202583	0.04059094	HGT
CHR6|3090955-3094404	0.09037947	HGT
CHR6|7272318-7273971	0.02269482	HGT
CHR6|78312265-78313428	0.05412339	HGT
CHR6|141002660-141004363	0.02489165	HGT
CHR6|151097803-151099035	0.01067751	HGT
CHR6|160546420-160548133	0.01956379	HGT
CHR6|167411085-167412407	0.05911879	HGT
CHR6|167800460-167801840	0.12164683	HGT
CHR6|167801841-167802872	0.12121638	HGT
CHR6|168340783-168342552	0.07077663	HGT
CHR6|168831939-168833001	0.08867973	HGT
CHR6|168889317-168890758	0.00172663	HGT
CHR6|168961798-168963122	0.01963812	HGT
CHR6|168972490-168973681	0.07718053	HGT
CHR6|168993285-168995775	0.05142049	HGT
CHR6|169054187-169055684	0.03754722	HGT
CHR6|169331241-169332880	0.04360755	HGT
CHR6|170369932-170371170	0.09245505	HGT
CHR6|170407088-170408515	0.08353323	HGT
CHR6|170490467-170491520	0.06787919	HGT
CHR6|170505690-170507559	0.01959769	HGT
CHR6|170707354-170709141	0.0247689	HGT
CHR6|170777923-170779383	0.04033494	HGT
CHR6|170816794-170819007	0.00262671	HGT
CHR7|102882-103893	0.12311764	HGT
CHR7|204723-206385	0.05434339	HGT
CHR7|221108-222188	0.08383423	HGT
CHR7|302995-304033	0.11676543	HGT
CHR7|308737-310023	0.05517905	HGT
CHR7|389961-391207	0.10119009	HGT
CHR7|442746-444430	0.02983437	HGT
CHR7|699737-702492	0.09177719	HGT
CHR7|786868-787880	0.09189333	HGT
CHR7|1055140-1056259	0.08102948	HGT
CHR7|1106363-1107730	0.05057055	HGT
CHR7|1304916-1306492	0.09435445	HGT
CHR7|1545315-1546548	0.09214681	HGT
CHR7|1909886-1911377	0.07794547	HGT
CHR7|1926851-1928519	0.06368662	HGT
CHR7|1977263-1979030	0.07547223	HGT
CHR7|2030231-2031619	0.10615927	HGT
CHR7|2097584-2099407	0.17270571	HGT
CHR7|3682723-3683816	0.02743244	HGT
CHR7|4015448-4017154	0.06771595	HGT
CHR7|4419156-4420407	0.0054243	HGT
CHR7|4841760-4843028	0.14307309	HGT
CHR7|45849351-45852928	0.07811999	HGT
CHR7|51456389-51457410	0.09117655	HGT
CHR7|51457411-51459187	0.04751955	HGT
CHR7|56434004-56444726	0.07332896	HGT
CHR7|56868451-56872640	0.04122654	HGT
CHR7|56876892-56882884	0.08197833	HGT
CHR7|56885218-56886544	0.09236581	HGT
CHR7|56890140-56891460	0.08377635	HGT
CHR7|56897084-56900775	0.04453137	HGT
CHR7|57248881-57251162	0.06236287	HGT
CHR7|57927831-57929252	0.09829103	HGT
CHR7|61820344-61821725	0.08628099	HGT
CHR7|63205112-63209473	0.05240989	HGT
CHR7|63210863-63214073	0.08823385	HGT
CHR7|63214208-63216625	0.08501506	HGT
CHR7|63219424-63220450	0.07868042	HGT
CHR7|63225196-63227582	0.07447823	HGT
CHR7|63231557-63235056	0.04780182	HGT
CHR7|64894361-64896116	0.00416693	HGT
CHR7|65563623-65565326	0.15187946	HGT
CHR7|66366672-66369796	0.08614802	HGT
CHR7|75702246-75704291	0.08960174	HGT
CHR7|99191717-99193087	0.01016603	HGT
CHR7|99193605-99194773	0.0192767	HGT
CHR7|121083190-121084225	0.01560483	HGT
CHR7|128293761-128294960	0.06644606	HGT
CHR7|149735143-149736923	0.04004876	HGT
CHR7|149737816-149739030	0.03317791	HGT
CHR7|153755028-153760851	0.04971963	HGT
CHR7|154453685-154456027	0.00592462	HGT
CHR7|154540645-154541851	0.09585811	HGT
CHR7|155581185-155582295	0.05428374	HGT
CHR7|156774881-156776872	0.02919931	HGT
CHR7|157070753-157071875	0.04694957	HGT
CHR7|157219042-157221627	0.05665795	HGT
CHR7|157233631-157235315	0.08338515	HGT
CHR7|157489171-157490176	0.0292154	HGT
CHR7|157725130-157726756	0.02233786	HGT
CHR7|157774577-157776163	0.05446664	HGT
CHR7|157877098-157878402	0.10956099	HGT
CHR7|157897308-157899192	0.08229583	HGT
CHR7|157904895-157906193	0.05669721	HGT
CHR7|157922984-157924920	0.08265786	HGT
CHR7|158119178-158120300	0.04547774	HGT
CHR7|158122664-158125447	0.05834981	HGT
CHR7|158126269-158135296	0.05897304	HGT
CHR7|158168856-158169985	0.06830482	HGT
CHR7|158210120-158211459	0.01449086	HGT
CHR7|158217811-158219476	0.08806262	HGT
CHR7|158247880-158249227	0.06297236	HGT
CHR7|158316077-158317209	0.06742485	HGT
CHR7|158345582-158346762	0.01881717	HGT
CHR7|158362027-158363182	0.08919864	HGT
CHR7|158596406-158597546	0.06329029	HGT
CHR7|158655885-158656954	0.05388379	HGT
CHR7|158670588-158671601	0.11939733	HGT
CHR7|158707713-158709980	0.01054593	HGT
CHR7|158790610-158791665	0.16280599	HGT
CHR7|158855757-158857541	0.09071333	HGT
CHR7|158962655-158963707	0.02490318	HGT
CHR8|45328-46393	0.06699026	HGT
CHR8|253589-255662	0.01770626	HGT
CHR8|620729-622001	0.07591197	HGT
CHR8|883256-884391	0.11359021	HGT
CHR8|914924-916045	0.06943917	HGT
CHR8|927675-928740	0.13136686	HGT
CHR8|940306-942839	0.11385535	HGT
CHR8|983701-985812	0.08464383	HGT
CHR8|1046504-1047725	0.06273037	HGT
CHR8|1137176-1138642	0.04728045	HGT
CHR8|1196780-1198139	0.04408779	HGT
CHR8|1323240-1324296	0.05745375	HGT
CHR8|1336083-1337341	0.08977994	HGT
CHR8|1341295-1342956	0.03994446	HGT
CHR8|1346309-1349853	0.03756285	HGT
CHR8|1351721-1353206	0.03580367	HGT
CHR8|1409092-1410757	0.0809276	HGT
CHR8|1528667-1530404	0.07390935	HGT
CHR8|1916657-1917885	0.07696464	HGT
CHR8|2180420-2181573	0.0612698	HGT
CHR8|2362160-2364152	0.02110226	HGT
CHR8|6229519-6231728	0.01204037	HGT
CHR8|19091338-19092359	0.05397236	HGT
CHR8|25029395-25030466	0.08270277	HGT
CHR8|34099277-34100296	0.10397857	HGT
CHR8|34645583-34646704	0.02454663	HGT
CHR8|43389828-43391049	0.04420491	HGT
CHR8|58190833-58192061	0.0528285	HGT
CHR8|58219144-58220445	0.01529615	HGT
CHR8|58220517-58221587	0.00690461	HGT
CHR8|94683259-94685747	0.01101817	HGT
CHR8|96091957-96093005	0.09267417	HGT
CHR8|120509870-120511513	0.04455511	HGT
CHR8|135476448-135479207	0.03462847	HGT
CHR8|141204902-141206091	0.04115933	HGT
CHR8|142893926-142895106	0.18189116	HGT
CHR8|143494578-143495897	0.06909785	HGT
CHR8|144071369-144072670	0.04164278	HGT
CHR8|144286413-144288324	0.03326867	HGT
CHR8|144390479-144391609	0.02747127	HGT
CHR8|144747873-144749445	0.03383341	HGT
CHR8|145603399-145607778	0.02732499	HGT
CHR8|145756521-145757568	0.11242329	HGT
CHR8|145781897-145783207	0.00585275	HGT
CHR8|145849934-145851947	0.12363597	HGT
CHR8|145859373-145860495	0.0424755	HGT
CHR8|145912267-145913429	0.08311793	HGT
CHR8|145992783-145993940	0.02762386	HGT
CHR9|29871351-29873059	0.02527692	HGT
CHR9|39407425-39408860	0.01008157	HGT
CHR9|42260402-42263741	0.01696964	HGT
CHR9|42743229-42744237	0.11857701	HGT
CHR9|42796783-42798453	0.09287955	HGT
CHR9|42799180-42802310	0.08424415	HGT
CHR9|45355983-45357449	0.08179647	HGT
CHR9|47186385-47187798	0.10871415	HGT
CHR9|66493135-66494625	0.08198843	HGT
CHR9|66948783-66950440	0.09215533	HGT
CHR9|66951164-66952241	0.07992785	HGT
CHR9|67346047-67347253	0.07829761	HGT
CHR9|68309016-68312375	0.01570365	HGT
CHR9|69181404-69182492	0.08086099	HGT
CHR9|69727691-69729563	0.08786087	HGT
CHR9|69730031-69731209	0.0785687	HGT
CHR9|69732218-69733581	0.09474163	HGT
CHR9|69785394-69787856	0.12413541	HGT
CHR9|70095506-70096712	0.07871665	HGT
CHR9|70097721-70099100	0.09559389	HGT
CHR9|70346264-70347442	0.07845855	HGT
CHR9|70348451-70349830	0.09559389	HGT
CHR9|70402369-70403701	0.11745709	HGT
CHR9|70655899-70659416	0.01698806	HGT
CHR9|99983999-99985129	0.0771319	HGT
CHR9|106782461-106784218	0.04453099	HGT
CHR9|130900393-130902235	0.07324649	HGT
CHR9|134461599-134462711	0.09105439	HGT
CHR9|137743533-137744681	0.04537467	HGT
CHR9|137959378-137960415	0.03796599	HGT
CHR9|138177028-138178546	0.08090031	HGT
CHR9|138423460-138424546	0.02380299	HGT
CHR9|138570450-138571900	0.07665318	HGT
CHR9|138578935-138580611	0.05850522	HGT
CHR9|139854202-139855483	0.06011559	HGT
CHR9|139996282-139998319	0.03056031	HGT
CHR9|140168279-140169578	0.05068191	HGT
CHR9|140221905-140223399	0.03200549	HGT
CHR9|140235760-140236795	0.061875	HGT
CHR9|140344729-140346269	0.15348253	HGT
CHR9|140712946-140714193	0.08314651	HGT
CHR9|140815702-140816926	0.03970422	HGT
CHR9|140912342-140913825	0.04781751	HGT
CHR10|92748-94380	0.01908993	HGT
CHR10|310157-311269	0.0250695	HGT
CHR10|382690-383995	0.09178354	HGT
CHR10|491046-492434	0.00513304999999999	HGT
CHR10|692913-695180	0.03794162	HGT
CHR10|717103-718310	0.09838365	HGT
CHR10|811966-813012	0.01136721	HGT
CHR10|829420-830564	0.08871291	HGT
CHR10|1021637-1022951	0.02807119	HGT
CHR10|1250939-1251997	0.05850205	HGT
CHR10|1382768-1384100	0.07140574	HGT
CHR10|1451360-1452587	0.05369326	HGT
CHR10|1634375-1635636	0.09588887	HGT
CHR10|3720718-3721929	0.05104309	HGT
CHR10|12816958-12818144	0.03845505	HGT
CHR10|20838630-20839801	0.05124815	HGT
CHR10|38893307-38894542	0.0869493	HGT
CHR10|39032432-39033650	0.07950763	HGT
CHR10|39034906-39036122	0.08070851	HGT
CHR10|42606392-42608851	0.0769674	HGT
CHR10|42645156-42646501	0.09885306	HGT
CHR10|42672418-42673454	0.11643225	HGT
CHR10|42725278-42726780	0.09147853	HGT
CHR10|42727554-42728778	0.07152321	HGT
CHR10|45676234-45677273	0.04069825	HGT
CHR10|56358368-56359477	0.02913771	HGT
CHR10|57513132-57514269	0.02507769	HGT
CHR10|59230029-59232576	0.07075559	HGT
CHR10|116954047-116959774	0.01701493	HGT
CHR10|132098699-132100219	0.10911229	HGT
CHR10|133765423-133767365	0.06552119	HGT
CHR10|134257976-134258989	0.04136453	HGT
CHR10|134386454-134388005	0.13466555	HGT
CHR10|134496025-134497120	0.00710541	HGT
CHR10|134505197-134507330	0.01661733	HGT
CHR10|134530753-134535381	0.06684019	HGT
CHR10|134585030-134586483	0.08078959	HGT
CHR10|134968987-134970186	0.01047142	HGT
CHR10|134992058-134994014	0.04093848	HGT
CHR10|135132278-135133306	0.04907267	HGT
CHR10|135152535-135153639	0.10777337	HGT
CHR10|135252565-135253793	0.03025479	HGT
CHR10|135379556-135380750	0.07055385	HGT
CHR10|135430569-135432720	0.0211905	HGT
CHR10|135478554-135479710	0.10826823	HGT
CHR11|127855-129652	0.07192855	HGT
CHR11|410596-412830	0.06707484	HGT
CHR11|482395-483597	0.01396911	HGT
CHR11|497008-498068	0.05776211	HGT
CHR11|519244-520317	0.00864255	HGT
CHR11|1141246-1142272	0.12356167	HGT
CHR11|1357609-1358778	0.12897158	HGT
CHR11|1370725-1371927	0.06006739	HGT
CHR11|1373097-1374897	0.14650091	HGT
CHR11|1438514-1439895	0.06031688	HGT
CHR11|1450751-1454635	0.05249374	HGT
CHR11|1935378-1936975	0.07685371	HGT
CHR11|2312447-2313903	0.05692666	HGT
CHR11|37765035-37767311	0.08979391	HGT
CHR11|41325516-41326903	0.15873937	HGT
CHR11|47377824-47379668	0.05964934	HGT
CHR11|51434225-51435424	0.00554642000000001	HGT
CHR11|55086947-55088002	0.00624066	HGT
CHR11|55218356-55220104	0.03415626	HGT
CHR11|55235184-55236220	0.00425393	HGT
CHR11|58121984-58124175	0.01251394	HGT
CHR11|58131607-58132790	0.01546623	HGT
CHR11|60866723-60868177	0.05353899	HGT
CHR11|71072892-71074379	0.09390873	HGT
CHR11|114472185-114473860	0.09687633	HGT
CHR11|114501943-114503941	0.04126643	HGT
CHR11|119951688-119953115	0.0626189	HGT
CHR11|131938821-131941316	0.02110294	HGT
CHR11|132924554-132925998	0.01240423	HGT
CHR11|134360090-134361719	0.02107166	HGT
CHR11|134629121-134630467	0.03032755	HGT
CHR11|134798755-134799873	0.0279545	HGT
CHR11|134909810-134911509	0.0505482	HGT
CHR12|73827-74982	0.1044836	HGT
CHR12|1187898-1189086	0.04807193	HGT
CHR12|5082084-5083181	0.07430689	HGT
CHR12|6399192-6400900	0.05671101	HGT
CHR12|7139879-7140932	0.01711243	HGT
CHR12|9555188-9556356	0.09019233	HGT
CHR12|9558035-9559937	0.07539009	HGT
CHR12|9721836-9723003	0.09354831	HGT
CHR12|29944346-29947201	0.00599801	HGT
CHR12|31270495-31274073	0.07770079	HGT
CHR12|34487632-34490328	0.05940887	HGT
CHR12|34491528-34494428	0.06036765	HGT
CHR12|34494487-34500644	0.06277231	HGT
CHR12|55503220-55504468	0.01254629	HGT
CHR12|55692799-55694222	0.02007701	HGT
CHR12|55814949-55816271	0.00566305	HGT
CHR12|58363542-58364836	0.02047382	HGT
CHR12|108289595-108290617	0.01587726	HGT
CHR12|115341523-115342526	0.06482507	HGT
CHR12|117540821-117541959	0.02118079	HGT
CHR12|117564308-117565765	0.000371979999999999	HGT
CHR12|125155908-125157772	0.05488109	HGT
CHR12|125574174-125575297	0.08741295	HGT
CHR12|128725562-128727150	0.07090003	HGT
CHR12|129329414-129331596	0.07173009	HGT
CHR12|130823000-130824036	0.12669572	HGT
CHR12|131016353-131017861	0.01319877	HGT
CHR12|131248630-131250304	0.05753023	HGT
CHR12|131529138-131530197	0.05488061	HGT
CHR12|131771719-131772966	0.03736133	HGT
CHR12|131790551-131791584	0.03492249	HGT
CHR12|132066682-132067863	0.08096006	HGT
CHR12|132633449-132635055	0.12269539	HGT
CHR12|132645007-132647301	0.07951527	HGT
CHR12|132653051-132654057	0.10139646	HGT
CHR12|132660063-132661520	0.06882989	HGT
CHR12|132808437-132809534	0.05986758	HGT
CHR12|132811654-132814174	0.12738741	HGT
CHR12|132814208-132819531	0.12741177	HGT
CHR12|132843073-132844136	0.0480274	HGT
CHR12|132957766-132960277	0.04789005	HGT
CHR12|132969180-132970558	0.03000555	HGT
CHR12|132973272-132977579	0.05564919	HGT
CHR12|132979466-132982266	0.0604142	HGT
CHR12|132984856-132986031	0.05523326	HGT
CHR12|132993483-132994718	0.06418346	HGT
CHR12|133014638-133016202	0.05428889	HGT
CHR12|133054729-133056446	0.05105023	HGT
CHR12|133056447-133057726	0.04992153	HGT
CHR12|133116034-133117811	0.11954908	HGT
CHR12|133268841-133271175	0.01673006	HGT
CHR13|19039555-19042282	0.01292769	HGT
CHR13|19172893-19175049	0.0573775	HGT
CHR13|19319694-19320699	0.04314013	HGT
CHR13|19566836-19571345	0.09252482	HGT
CHR13|19711552-19712597	0.05045898	HGT
CHR13|24929656-24931291	0.09379133	HGT
CHR13|25592303-25593454	0.08423736	HGT
CHR13|45951357-45952393	0.07892361	HGT
CHR13|45955316-45956705	0.08616104	HGT
CHR13|47039531-47040535	0.03920413	HGT
CHR13|52348301-52349979	0.03625494	HGT
CHR13|110417950-110419172	0.07790749	HGT
