region	distance	type
CHR3|13755414-13757355	0.01694184	HGT
CHR3|38201688-38203993	0.08201145	HGT
CHR3|58858403-58859738	0.01481504	HGT
CHR3|69882798-69884777	0.00566782	HGT
CHR3|75444030-75446266	0.01013543	HGT
CHR3|75826309-75829480	0.02700026	HGT
CHR3|76062574-76063740	0.01462021	HGT
CHR3|77339285-77345689	0.01403648	HGT
CHR3|81063385-81064731	0.02091365	HGT
CHR3|113956241-113957973	0.00715152	HGT
CHR3|133133225-133137120	0.05636214	HGT
CHR3|163537618-163538636	0.00833628	HGT
CHR3|166597676-166598871	0.03837609	HGT
CHR3|180851716-180852744	0.03293926	HGT
CHR3|180867659-180868682	0.10747918	HGT
CHR3|195199006-195216510	0.02287614	HGT
CHR3|195217048-195219386	0.02159907	HGT
CHR3|195219906-195223345	0.02067631	HGT
CHR3|195226193-195227229	0.0213846	HGT
CHR3|195227504-195228632	0.02101134	HGT
CHR3|195228885-195230814	0.02182289	HGT
CHR3|195232141-195233822	0.02191517	HGT
CHR3|195437088-195438555	0.02265951	HGT
CHR3|195439644-195441295	0.06454503	HGT
CHR3|195502513-195503629	0.06441749	HGT
CHR3|195601280-195602509	0.02590032	HGT
CHR3|195607233-195608756	0.02852078	HGT
CHR3|195825849-195827202	0.04678846	HGT
CHR3|196237904-196239266	0.01631084	HGT
CHR3|197404436-197405528	0.02176776	HGT
CHR3|197406133-197407458	0.03116485	HGT
CHR3|197485826-197488518	0.02621916	HGT
CHR3|197825737-197832772	0.02021999	HGT
CHR3|197945584-197947939	0.02169536	HGT
CHR4|81130-82278	0.00752482	HGT
CHR4|85643-87195	0.00604029	HGT
CHR4|330091-331243	0.01847754	HGT
CHR4|738461-741145	0.03605155	HGT
CHR4|752002-754091	0.0382703	HGT
CHR4|1088770-1090557	0.02258293	HGT
CHR4|1217922-1218984	0.04856218	HGT
CHR4|1266712-1268600	0.02439457	HGT
CHR4|1276455-1277597	0.0269515	HGT
CHR4|1313550-1315329	0.01849615	HGT
CHR4|1391061-1392234	0.02416083	HGT
CHR4|1419643-1420914	0.01347736	HGT
CHR4|1421074-1423139	0.0265071	HGT
CHR4|1651084-1652190	0.01926664	HGT
CHR4|3569760-3571167	0.08382112	HGT
CHR4|6038622-6040298	0.0211178	HGT
CHR4|7443293-7444492	0.06367357	HGT
CHR4|7483594-7484603	0.03583187	HGT
CHR4|7641112-7642364	0.06701902	HGT
CHR4|7836583-7837654	0.02359927	HGT
CHR4|7919868-7920930	0.0200776	HGT
CHR4|9475439-9476947	0.02703835	HGT
CHR4|34837366-34838675	0.00898528000000001	HGT
CHR4|49168086-49169239	0.01939826	HGT
CHR4|49525656-49526696	0.01763282	HGT
CHR4|84570111-84571187	0.08792461	HGT
CHR4|103330612-103331985	0.07411017	HGT
CHR4|104033951-104035032	0.08006841	HGT
CHR4|119552087-119555126	0.01651379	HGT
CHR4|120326863-120330399	0.01781425	HGT
CHR4|132122437-132123490	0.01651875	HGT
CHR4|132538607-132540633	0.00723716	HGT
CHR4|138088500-138089508	0.056701	HGT
CHR4|141700894-141702449	0.05966601	HGT
CHR4|144973876-144974976	0.01598555	HGT
CHR4|148703983-148705505	0.05659009	HGT
CHR4|149428767-149430325	0.02732154	HGT
CHR4|159027039-159028242	0.10037532	HGT
CHR4|182160342-182162770	0.02953206	HGT
CHR4|185886227-185888302	0.05770576	HGT
CHR4|186955231-186956703	0.01943173	HGT
CHR4|187159958-187161561	0.03291675	HGT
CHR4|187292462-187293887	0.01666645	HGT
CHR4|187354232-187357858	0.03361775	HGT
CHR4|187890436-187892577	0.02143383	HGT
CHR4|189366005-189367506	0.01917683	HGT
CHR4|189368761-189369856	0.01941943	HGT
CHR4|189931721-189933186	0.01582472	HGT
CHR4|190105372-190106373	0.01824681	HGT
CHR4|190228671-190230796	0.02601711	HGT
CHR5|175503-177020	0.01321511	HGT
CHR5|357742-359480	0.02984192	HGT
CHR5|497875-499040	0.01285514	HGT
CHR5|509284-510586	0.01243114	HGT
CHR5|562467-566179	0.03756771	HGT
CHR5|567823-569199	0.01414546	HGT
CHR5|631039-633654	0.02706603	HGT
CHR5|696153-697381	0.01724178	HGT
CHR5|857301-858868	0.0220338	HGT
CHR5|882288-883310	0.03400884	HGT
CHR5|1041173-1042347	0.0440442	HGT
CHR5|1057815-1060417	0.01155072	HGT
CHR5|1069978-1072780	0.04745829	HGT
CHR5|1191341-1193455	0.04723459	HGT
CHR5|1272601-1273990	0.05145362	HGT
CHR5|1282649-1285054	0.02595953	HGT
CHR5|1319103-1320692	0.00886464	HGT
CHR5|1724349-1725396	0.01338921	HGT
CHR5|1950634-1951943	0.0406785	HGT
CHR5|1955887-1956938	0.03464287	HGT
CHR5|2145376-2147163	0.04489625	HGT
CHR5|2490314-2491543	0.01517062	HGT
CHR5|4144686-4145713	0.02040312	HGT
CHR5|4842890-4844106	0.0335182	HGT
CHR5|8079381-8080409	0.03016912	HGT
CHR5|10638767-10640052	0.04237033	HGT
CHR5|12056780-12058145	0.02801985	HGT
CHR5|26235281-26236875	0.08059582	HGT
CHR5|45372710-45374360	0.09361122	HGT
CHR5|66621853-66624910	0.13339377	HGT
CHR5|108688427-108690563	0.06421678	HGT
CHR5|117874609-117878452	0.08918702	HGT
CHR5|117879039-117880185	0.09817775	HGT
CHR5|135089105-135092100	0.01217861	HGT
CHR5|135142970-135144038	0.0245601	HGT
CHR5|165227711-165228783	0.01478276	HGT
CHR5|169043466-169044939	0.00633541	HGT
CHR5|175474015-175475743	0.01307605	HGT
CHR5|175499322-175501520	0.00900613	HGT
CHR5|176297783-176299518	0.05189209	HGT
CHR5|177191286-177192649	0.00965928	HGT
CHR5|177222358-177224174	0.01232496	HGT
CHR5|177264753-177265894	0.0015001	HGT
CHR5|177388066-177389378	0.02879063	HGT
CHR5|177406348-177407647	0.07028553	HGT
CHR5|177445123-177447124	0.01003371	HGT
CHR5|178003773-178004825	0.02221704	HGT
CHR5|179275896-179277254	0.01543203	HGT
CHR5|180042145-180043169	0.02997154	HGT
CHR5|180515659-180518455	0.03464576	HGT
CHR5|180752558-180754980	0.01820138	HGT
CHR5|180877085-180878650	0.02715357	HGT
CHR6|519075-521528	0.03915787	HGT
CHR6|601091-602537	0.04109867	HGT
CHR6|1533905-1535208	0.02909951	HGT
CHR6|2200333-2202583	0.02071015	HGT
CHR6|3090955-3094404	0.05466218	HGT
CHR6|7272318-7273971	0.02641842	HGT
CHR6|78312265-78313428	0.0375441	HGT
CHR6|141002660-141004363	0.06642507	HGT
CHR6|151097803-151099035	0.02696539	HGT
CHR6|160546420-160548133	0.01327642	HGT
CHR6|167411085-167412407	0.0127027	HGT
CHR6|167800460-167801840	0.09258171	HGT
CHR6|167801841-167802872	0.08380567	HGT
CHR6|168340783-168342552	0.03117247	HGT
CHR6|168831939-168833001	0.04195007	HGT
CHR6|168889317-168890758	0.01233651	HGT
CHR6|168961798-168963122	0.01760493	HGT
CHR6|168972490-168973681	0.02323633	HGT
CHR6|168993285-168995775	0.03403539	HGT
CHR6|169054187-169055684	0.0270157	HGT
CHR6|169331241-169332880	0.02535229	HGT
CHR6|170369932-170371170	0.03407318	HGT
CHR6|170407088-170408515	0.04761149	HGT
CHR6|170490467-170491520	0.01514526	HGT
CHR6|170505690-170507559	0.02000215	HGT
CHR6|170707354-170709141	0.02071111	HGT
CHR6|170777923-170779383	0.01488497	HGT
CHR6|170816794-170819007	0.01237509	HGT
CHR7|102882-103893	0.05397256	HGT
CHR7|204723-206385	0.011975	HGT
CHR7|221108-222188	0.03474323	HGT
CHR7|302995-304033	0.04132914	HGT
CHR7|308737-310023	0.02008839	HGT
CHR7|389961-391207	0.0612797	HGT
CHR7|442746-444430	0.01692454	HGT
CHR7|699737-702492	0.0336369	HGT
CHR7|786868-787880	0.03630067	HGT
CHR7|1055140-1056259	0.03971821	HGT
CHR7|1106363-1107730	0.01924017	HGT
CHR7|1304916-1306492	0.03332092	HGT
CHR7|1545315-1546548	0.02697288	HGT
CHR7|1909886-1911377	0.03878694	HGT
CHR7|1926851-1928519	0.06885109	HGT
CHR7|1977263-1979030	0.03070935	HGT
CHR7|2030231-2031619	0.03640478	HGT
CHR7|2097584-2099407	0.05776471	HGT
CHR7|3682723-3683816	0.01214721	HGT
CHR7|4015448-4017154	0.02660112	HGT
CHR7|4419156-4420407	0.01917913	HGT
CHR7|4841760-4843028	0.04876733	HGT
CHR7|45849351-45852928	0.01951623	HGT
CHR7|51456389-51457410	0.02671887	HGT
CHR7|51457411-51459187	0.01514439	HGT
CHR7|56434004-56444726	0.01724383	HGT
CHR7|56868451-56872640	0.01177065	HGT
CHR7|56876892-56882884	0.02217144	HGT
CHR7|56885218-56886544	0.02534401	HGT
CHR7|56890140-56891460	0.0223911	HGT
CHR7|56897084-56900775	0.01378191	HGT
CHR7|57248881-57251162	0.02523796	HGT
CHR7|57927831-57929252	0.04597653	HGT
CHR7|61820344-61821725	0.0339518	HGT
CHR7|63205112-63209473	0.01588939	HGT
CHR7|63210863-63214073	0.02371996	HGT
CHR7|63214208-63216625	0.02262517	HGT
CHR7|63219424-63220450	0.02165127	HGT
CHR7|63225196-63227582	0.02047931	HGT
CHR7|63231557-63235056	0.01330927	HGT
CHR7|64894361-64896116	0.02649648	HGT
CHR7|65563623-65565326	0.07320194	HGT
CHR7|66366672-66369796	0.02250454	HGT
CHR7|75702246-75704291	0.02244966	HGT
CHR7|99191717-99193087	0.01364289	HGT
CHR7|99193605-99194773	0.02127068	HGT
CHR7|121083190-121084225	0.02649938	HGT
CHR7|128293761-128294960	0.01737227	HGT
CHR7|149735143-149736923	0.01444368	HGT
CHR7|149737816-149739030	0.01127923	HGT
CHR7|153755028-153760851	0.0175707	HGT
CHR7|154453685-154456027	0.02320054	HGT
CHR7|154540645-154541851	0.03999796	HGT
CHR7|155581185-155582295	0.01177099	HGT
CHR7|156774881-156776872	0.05383751	HGT
CHR7|157070753-157071875	0.01141886	HGT
CHR7|157219042-157221627	0.01269675	HGT
CHR7|157233631-157235315	0.02221745	HGT
CHR7|157489171-157490176	0.02027995	HGT
CHR7|157725130-157726756	0.0191427	HGT
CHR7|157774577-157776163	0.02996139	HGT
CHR7|157877098-157878402	0.04457012	HGT
CHR7|157897308-157899192	0.03453471	HGT
CHR7|157904895-157906193	0.01410854	HGT
CHR7|157922984-157924920	0.0679013	HGT
CHR7|158119178-158120300	0.07565243	HGT
CHR7|158122664-158125447	0.03293285	HGT
CHR7|158126269-158135296	0.03542712	HGT
CHR7|158168856-158169985	0.03210478	HGT
CHR7|158210120-158211459	0.01961627	HGT
CHR7|158217811-158219476	0.02496228	HGT
CHR7|158247880-158249227	0.0270988	HGT
CHR7|158316077-158317209	0.05703718	HGT
CHR7|158345582-158346762	0.01680782	HGT
CHR7|158362027-158363182	0.02053153	HGT
CHR7|158596406-158597546	0.02728997	HGT
CHR7|158655885-158656954	0.01810013	HGT
CHR7|158670588-158671601	0.0365169	HGT
CHR7|158707713-158709980	0.02135126	HGT
CHR7|158790610-158791665	0.05667209	HGT
CHR7|158855757-158857541	0.0194653	HGT
CHR7|158962655-158963707	0.01441764	HGT
CHR8|45328-46393	0.05799977	HGT
CHR8|253589-255662	0.02935905	HGT
CHR8|620729-622001	0.0236042	HGT
CHR8|883256-884391	0.0351301	HGT
CHR8|914924-916045	0.02576981	HGT
CHR8|927675-928740	0.03250451	HGT
CHR8|940306-942839	0.04240738	HGT
CHR8|983701-985812	0.03584916	HGT
CHR8|1046504-1047725	0.0203859	HGT
CHR8|1137176-1138642	0.02516938	HGT
CHR8|1196780-1198139	0.01924408	HGT
CHR8|1323240-1324296	0.02261839	HGT
CHR8|1336083-1337341	0.02723827	HGT
CHR8|1341295-1342956	0.02898464	HGT
CHR8|1346309-1349853	0.02825218	HGT
CHR8|1351721-1353206	0.02819113	HGT
CHR8|1409092-1410757	0.02165398	HGT
CHR8|1528667-1530404	0.03122717	HGT
CHR8|1916657-1917885	0.03754972	HGT
CHR8|2180420-2181573	0.01711807	HGT
CHR8|2362160-2364152	0.00978931	HGT
CHR8|6229519-6231728	0.01343098	HGT
CHR8|19091338-19092359	0.06561207	HGT
CHR8|25029395-25030466	0.09682353	HGT
CHR8|34099277-34100296	0.05783799	HGT
CHR8|34645583-34646704	0.04393829	HGT
CHR8|43389828-43391049	0.01836312	HGT
CHR8|58190833-58192061	0.01232578	HGT
CHR8|58219144-58220445	0.00896184	HGT
CHR8|58220517-58221587	0.00589653	HGT
CHR8|94683259-94685747	0.0157514	HGT
CHR8|96091957-96093005	0.06008873	HGT
CHR8|120509870-120511513	0.0893842999999999	HGT
CHR8|135476448-135479207	0.02225802	HGT
CHR8|141204902-141206091	0.02598707	HGT
CHR8|142893926-142895106	0.06829817	HGT
CHR8|143494578-143495897	0.0739768099999999	HGT
CHR8|144071369-144072670	0.04477608	HGT
CHR8|144286413-144288324	0.01835812	HGT
CHR8|144390479-144391609	0.00643497	HGT
CHR8|144747873-144749445	0.01361963	HGT
CHR8|145603399-145607778	0.01487948	HGT
CHR8|145756521-145757568	0.04462437	HGT
CHR8|145781897-145783207	0.02024699	HGT
CHR8|145849934-145851947	0.04580783	HGT
CHR8|145859373-145860495	0.02332129	HGT
CHR8|145912267-145913429	0.03985377	HGT
CHR8|145992783-145993940	0.01808748	HGT
CHR9|29871351-29873059	0.00665696	HGT
CHR9|39407425-39408860	0.00772592	HGT
CHR9|42260402-42263741	0.0079004	HGT
CHR9|42743229-42744237	0.04373688	HGT
CHR9|42796783-42798453	0.03574207	HGT
CHR9|42799180-42802310	0.03412197	HGT
CHR9|45355983-45357449	0.01766731	HGT
CHR9|47186385-47187798	0.08390854	HGT
CHR9|66493135-66494625	0.01767086	HGT
CHR9|66948783-66950440	0.03510439	HGT
CHR9|66951164-66952241	0.03266652	HGT
CHR9|67346047-67347253	0.03263166	HGT
CHR9|68309016-68312375	0.00764521	HGT
CHR9|69181404-69182492	0.02903269	HGT
CHR9|69727691-69729563	0.03621319	HGT
CHR9|69730031-69731209	0.03262575	HGT
CHR9|69732218-69733581	0.03634129	HGT
CHR9|69785394-69787856	0.04967595	HGT
CHR9|70095506-70096712	0.03277364	HGT
CHR9|70097721-70099100	0.03738557	HGT
CHR9|70346264-70347442	0.03271128	HGT
CHR9|70348451-70349830	0.03738557	HGT
CHR9|70402369-70403701	0.04743299	HGT
CHR9|70655899-70659416	0.00779356	HGT
CHR9|99983999-99985129	0.01758098	HGT
CHR9|106782461-106784218	0.05713319	HGT
CHR9|130900393-130902235	0.02254585	HGT
CHR9|134461599-134462711	0.08110738	HGT
CHR9|137743533-137744681	0.02814243	HGT
CHR9|137959378-137960415	0.00996008	HGT
CHR9|138177028-138178546	0.06064182	HGT
CHR9|138423460-138424546	0.02604064	HGT
CHR9|138570450-138571900	0.02287399	HGT
CHR9|138578935-138580611	0.01396736	HGT
CHR9|139854202-139855483	0.01595894	HGT
CHR9|139996282-139998319	0.02963352	HGT
CHR9|140168279-140169578	0.01201394	HGT
CHR9|140221905-140223399	0.01962038	HGT
CHR9|140235760-140236795	0.02705352	HGT
CHR9|140344729-140346269	0.05035661	HGT
CHR9|140712946-140714193	0.04595559	HGT
CHR9|140815702-140816926	0.0193422	HGT
CHR9|140912342-140913825	0.03211866	HGT
CHR10|92748-94380	0.00488917	HGT
CHR10|310157-311269	0.01997524	HGT
CHR10|382690-383995	0.07620502	HGT
CHR10|491046-492434	0.01443145	HGT
CHR10|692913-695180	0.02192398	HGT
CHR10|717103-718310	0.04219458	HGT
CHR10|811966-813012	0.01978024	HGT
CHR10|829420-830564	0.02143375	HGT
CHR10|1021637-1022951	0.02570524	HGT
CHR10|1250939-1251997	0.01376201	HGT
CHR10|1382768-1384100	0.02733833	HGT
CHR10|1451360-1452587	0.01817291	HGT
CHR10|1634375-1635636	0.03153145	HGT
CHR10|3720718-3721929	0.02925032	HGT
CHR10|12816958-12818144	0.03346061	HGT
CHR10|20838630-20839801	0.02867165	HGT
CHR10|38893307-38894542	0.03259303	HGT
CHR10|39032432-39033650	0.03316425	HGT
CHR10|39034906-39036122	0.03140206	HGT
CHR10|42606392-42608851	0.03187868	HGT
CHR10|42645156-42646501	0.03829065	HGT
CHR10|42672418-42673454	0.04778457	HGT
CHR10|42725278-42726780	0.03519528	HGT
CHR10|42727554-42728778	0.02871699	HGT
CHR10|45676234-45677273	0.01801642	HGT
CHR10|56358368-56359477	0.00860549	HGT
CHR10|57513132-57514269	0.02032915	HGT
CHR10|59230029-59232576	0.08103378	HGT
CHR10|116954047-116959774	0.00455717	HGT
CHR10|132098699-132100219	0.03325755	HGT
CHR10|133765423-133767365	0.03282914	HGT
CHR10|134257976-134258989	0.01155915	HGT
CHR10|134386454-134388005	0.05573331	HGT
CHR10|134496025-134497120	0.01579177	HGT
CHR10|134505197-134507330	0.00441348	HGT
CHR10|134530753-134535381	0.02827532	HGT
CHR10|134585030-134586483	0.02890087	HGT
CHR10|134968987-134970186	0.01416328	HGT
CHR10|134992058-134994014	0.00903482	HGT
CHR10|135132278-135133306	0.01654942	HGT
CHR10|135152535-135153639	0.06704315	HGT
CHR10|135252565-135253793	0.00794085	HGT
CHR10|135379556-135380750	0.03150989	HGT
CHR10|135430569-135432720	0.00943859	HGT
CHR10|135478554-135479710	0.02391056	HGT
CHR11|127855-129652	0.01744071	HGT
CHR11|410596-412830	0.03338571	HGT
CHR11|482395-483597	0.01181573	HGT
CHR11|497008-498068	0.03965694	HGT
CHR11|519244-520317	0.02211778	HGT
CHR11|1141246-1142272	0.10497288	HGT
CHR11|1357609-1358778	0.03115458	HGT
CHR11|1370725-1371927	0.01397462	HGT
CHR11|1373097-1374897	0.04452761	HGT
CHR11|1438514-1439895	0.0248729	HGT
CHR11|1450751-1454635	0.02532427	HGT
CHR11|1935378-1936975	0.06008006	HGT
CHR11|2312447-2313903	0.02162436	HGT
CHR11|37765035-37767311	0.07088312	HGT
CHR11|41325516-41326903	0.05066288	HGT
CHR11|47377824-47379668	0.04312371	HGT
CHR11|51434225-51435424	0.00209341	HGT
CHR11|55086947-55088002	0.00335603	HGT
CHR11|55218356-55220104	0.01055021	HGT
CHR11|55235184-55236220	0.00224821	HGT
CHR11|58121984-58124175	0.0041149	HGT
CHR11|58131607-58132790	0.00444791	HGT
CHR11|60866723-60868177	0.07993112	HGT
CHR11|71072892-71074379	0.05450185	HGT
CHR11|114472185-114473860	0.0968457	HGT
CHR11|114501943-114503941	0.04387977	HGT
CHR11|119951688-119953115	0.02054221	HGT
CHR11|131938821-131941316	0.03306774	HGT
CHR11|132924554-132925998	0.01263194	HGT
CHR11|134360090-134361719	0.01405204	HGT
CHR11|134629121-134630467	0.01788901	HGT
CHR11|134798755-134799873	0.02794997	HGT
CHR11|134909810-134911509	0.02749848	HGT
CHR12|73827-74982	0.02261707	HGT
CHR12|1187898-1189086	0.02985125	HGT
CHR12|5082084-5083181	0.03865328	HGT
CHR12|6399192-6400900	0.03307841	HGT
CHR12|7139879-7140932	0.0168537	HGT
CHR12|9555188-9556356	0.02892478	HGT
CHR12|9558035-9559937	0.0263768	HGT
CHR12|9721836-9723003	0.02941581	HGT
CHR12|29944346-29947201	0.02844879	HGT
CHR12|31270495-31274073	0.02428311	HGT
CHR12|34487632-34490328	0.01375114	HGT
CHR12|34491528-34494428	0.01344573	HGT
CHR12|34494487-34500644	0.01351812	HGT
CHR12|55503220-55504468	0.00462913	HGT
CHR12|55692799-55694222	0.00570641	HGT
CHR12|55814949-55816271	0.00216571	HGT
CHR12|58363542-58364836	0.01373155	HGT
CHR12|108289595-108290617	0.02653882	HGT
CHR12|115341523-115342526	0.07028393	HGT
CHR12|117540821-117541959	0.02141506	HGT
CHR12|117564308-117565765	0.01397395	HGT
CHR12|125155908-125157772	0.05888733	HGT
CHR12|125574174-125575297	0.05729777	HGT
CHR12|128725562-128727150	0.05478191	HGT
CHR12|129329414-129331596	0.0229252	HGT
CHR12|130823000-130824036	0.02849981	HGT
CHR12|131016353-131017861	0.01979553	HGT
CHR12|131248630-131250304	0.04559311	HGT
CHR12|131529138-131530197	0.01134529	HGT
CHR12|131771719-131772966	0.01412121	HGT
CHR12|131790551-131791584	0.02345836	HGT
CHR12|132066682-132067863	0.08679318	HGT
CHR12|132633449-132635055	0.0431538	HGT
CHR12|132645007-132647301	0.02612148	HGT
CHR12|132653051-132654057	0.02448365	HGT
CHR12|132660063-132661520	0.01600031	HGT
CHR12|132808437-132809534	0.01376551	HGT
CHR12|132811654-132814174	0.05365763	HGT
CHR12|132814208-132819531	0.05167906	HGT
CHR12|132843073-132844136	0.01172055	HGT
CHR12|132957766-132960277	0.0303821	HGT
CHR12|132969180-132970558	0.00702535	HGT
CHR12|132973272-132977579	0.01209933	HGT
CHR12|132979466-132982266	0.01341501	HGT
CHR12|132984856-132986031	0.01337495	HGT
CHR12|132993483-132994718	0.01443969	HGT
CHR12|133014638-133016202	0.01157092	HGT
CHR12|133054729-133056446	0.01179685	HGT
CHR12|133056447-133057726	0.01091391	HGT
CHR12|133116034-133117811	0.03457093	HGT
CHR12|133268841-133271175	0.04690075	HGT
CHR13|19039555-19042282	0.00406915	HGT
CHR13|19172893-19175049	0.01358487	HGT
CHR13|19319694-19320699	0.01538005	HGT
CHR13|19566836-19571345	0.03891397	HGT
CHR13|19711552-19712597	0.02344945	HGT
CHR13|24929656-24931291	0.10904117	HGT
CHR13|25592303-25593454	0.01808088	HGT
CHR13|45951357-45952393	0.02727459	HGT
CHR13|45955316-45956705	0.03153048	HGT
CHR13|47039531-47040535	0.01208594	HGT
CHR13|52348301-52349979	0.05069497	HGT
