region	distance	type
CHR2|1571875-1573189	0.01801841	HGT
CHR2|1682847-1684137	0.06322586	HGT
CHR2|1714291-1715466	0.05335872	HGT
CHR2|2311466-2312583	0.02086793	HGT
CHR2|2856162-2857173	0.0564344900000001	HGT
CHR2|3331954-3333836	0.01056286	HGT
CHR2|10151849-10154395	0.02058467	HGT
CHR2|10154877-10156267	0.02398739	HGT
CHR2|18144397-18145791	0.06573998	HGT
CHR2|18936135-18937737	0.0838979499999999	HGT
CHR2|24898723-24899889	0.00135153	HGT
CHR2|32335503-32336775	0.0555376800000001	HGT
CHR2|35041251-35042481	0.10206838	HGT
CHR2|87581546-87583357	0.01819243	HGT
CHR2|87584007-87585588	0.02297985	HGT
CHR2|90289782-90291161	0.02173094	HGT
CHR2|90292499-90293572	0.02470344	HGT
CHR2|90520709-90521934	0.01629995	HGT
CHR2|91634346-91635925	0.01591136	HGT
CHR2|91669383-91671616	0.02972481	HGT
CHR2|91741353-91742400	0.0247116	HGT
CHR2|91743567-91747442	0.01802287	HGT
CHR2|91997014-91998468	0.0343109	HGT
CHR2|92171760-92172896	0.0196682	HGT
CHR2|92173594-92175314	0.01824108	HGT
CHR2|92230314-92231824	0.03307192	HGT
CHR2|95429003-95430099	0.00992667	HGT
CHR2|105671029-105672086	0.02327834	HGT
CHR2|107082452-107084284	0.0197572	HGT
CHR2|108160659-108161775	0.01680366	HGT
CHR2|108443623-108446614	0.01942454	HGT
CHR2|111980874-111982487	0.01533594	HGT
CHR2|114407820-114411550	0.01248253	HGT
CHR2|118850345-118851969	0.03552303	HGT
CHR2|128346261-128347630	0.04550505	HGT
CHR2|132414472-132417080	0.00650198	HGT
CHR2|133110082-133111355	0.00756227	HGT
CHR2|170321103-170324914	0.06317806	HGT
CHR2|173486222-173487536	0.0464780200000001	HGT
CHR2|229759397-229761189	0.00875311	HGT
CHR2|229761889-229763843	0.008754	HGT
CHR2|233764357-233765580	0.0425017400000001	HGT
CHR2|235553982-235557850	0.05454645	HGT
CHR2|239455321-239457607	0.007818	HGT
CHR2|239675709-239677357	0.01204662	HGT
CHR2|239685089-239686411	0.01933435	HGT
CHR2|239788655-239790029	0.0526349	HGT
CHR2|240202423-240204715	0.04438087	HGT
CHR2|240267207-240268881	0.05599341	HGT
CHR2|241538987-241540672	0.00267077	HGT
CHR2|241626389-241628488	0.00500388	HGT
CHR2|241862838-241863965	0.05302486	HGT
CHR2|241916178-241919053	0.02572672	HGT
CHR2|242704912-242707061	0.03212566	HGT
CHR2|242760170-242762460	0.02095381	HGT
CHR2|242823428-242824771	0.0073372	HGT
CHR2|242843972-242846682	0.00440771	HGT
CHR2|242878291-242879373	0.00458947	HGT
CHR2|242895025-242896104	0.00744043	HGT
CHR2|242926926-242928535	0.00470972	HGT
CHR2|242945419-242946812	0.0151633	HGT
CHR2|242988669-242989835	0.02578956	HGT
CHR3|175695-177319	0.03068971	HGT
CHR3|8453200-8454365	0.01570627	HGT
CHR3|13743852-13746843	0.00733035	HGT
CHR3|13748605-13749736	0.00662125	HGT
CHR3|13749744-13753491	0.00777082	HGT
CHR3|13755414-13757355	0.00879462	HGT
CHR3|38201688-38203993	0.0555308600000001	HGT
CHR3|58858403-58859738	0.01331959	HGT
CHR3|69882798-69884777	0.00264176	HGT
CHR3|75444030-75446266	0.00390629	HGT
CHR3|75826309-75829480	0.01994353	HGT
CHR3|76062574-76063740	0.01184754	HGT
CHR3|77339285-77345689	0.01273188	HGT
CHR3|81063385-81064731	0.01564166	HGT
CHR3|113956241-113957973	0.00332586	HGT
CHR3|133133225-133137120	0.02924335	HGT
CHR3|163537618-163538636	0.00380495	HGT
CHR3|166597676-166598871	0.025793	HGT
CHR3|180851716-180852744	0.02600153	HGT
CHR3|180867659-180868682	0.0705806299999999	HGT
CHR3|195199006-195216510	0.01886238	HGT
CHR3|195217048-195219386	0.01796285	HGT
CHR3|195219906-195223345	0.01784895	HGT
CHR3|195226193-195227229	0.01757954	HGT
CHR3|195227504-195228632	0.0179592	HGT
CHR3|195228885-195230814	0.01807117	HGT
CHR3|195232141-195233822	0.01813974	HGT
CHR3|195437088-195438555	0.01723888	HGT
CHR3|195439644-195441295	0.04250057	HGT
CHR3|195502513-195503629	0.05141441	HGT
CHR3|195601280-195602509	0.01715275	HGT
CHR3|195607233-195608756	0.01839423	HGT
CHR3|195825849-195827202	0.03300581	HGT
CHR3|196237904-196239266	0.01653214	HGT
CHR3|197404436-197405528	0.01680439	HGT
CHR3|197406133-197407458	0.02728193	HGT
CHR3|197485826-197488518	0.02248503	HGT
CHR3|197825737-197832772	0.01608381	HGT
CHR3|197945584-197947939	0.01092237	HGT
CHR4|81130-82278	0.00338401	HGT
CHR4|85643-87195	0.00528341	HGT
CHR4|330091-331243	0.00702594999999999	HGT
CHR4|738461-741145	0.02188085	HGT
CHR4|752002-754091	0.02046609	HGT
CHR4|1088770-1090557	0.01478422	HGT
CHR4|1217922-1218984	0.02880403	HGT
CHR4|1266712-1268600	0.01439097	HGT
CHR4|1276455-1277597	0.01742497	HGT
CHR4|1313550-1315329	0.01136735	HGT
CHR4|1391061-1392234	0.01747842	HGT
CHR4|1419643-1420914	0.01084183	HGT
CHR4|1421074-1423139	0.02072285	HGT
CHR4|1651084-1652190	0.01293609	HGT
CHR4|3569760-3571167	0.06299333	HGT
CHR4|6038622-6040298	0.01984156	HGT
CHR4|7443293-7444492	0.03337727	HGT
CHR4|7483594-7484603	0.02322781	HGT
CHR4|7641112-7642364	0.04071208	HGT
CHR4|7836583-7837654	0.01919722	HGT
CHR4|7919868-7920930	0.01639678	HGT
CHR4|9475439-9476947	0.01460422	HGT
CHR4|34837366-34838675	0.00390637	HGT
CHR4|49168086-49169239	0.01418707	HGT
CHR4|49525656-49526696	0.00693069	HGT
CHR4|84570111-84571187	0.0703197599999999	HGT
CHR4|103330612-103331985	0.04847066	HGT
CHR4|104033951-104035032	0.05650139	HGT
CHR4|119552087-119555126	0.00843674	HGT
CHR4|120326863-120330399	0.00920906	HGT
CHR4|132122437-132123490	0.01795768	HGT
CHR4|132538607-132540633	0.00316094	HGT
CHR4|138088500-138089508	0.03718738	HGT
CHR4|141700894-141702449	0.03839991	HGT
CHR4|144973876-144974976	0.00689445	HGT
CHR4|148703983-148705505	0.0348097	HGT
CHR4|149428767-149430325	0.02208818	HGT
CHR4|159027039-159028242	0.06465452	HGT
CHR4|182160342-182162770	0.02232277	HGT
CHR4|185886227-185888302	0.05010979	HGT
CHR4|186955231-186956703	0.01480044	HGT
CHR4|187159958-187161561	0.02642511	HGT
CHR4|187292462-187293887	0.01273807	HGT
CHR4|187354232-187357858	0.02147482	HGT
CHR4|187890436-187892577	0.01627591	HGT
CHR4|189366005-189367506	0.01814013	HGT
CHR4|189368761-189369856	0.01877552	HGT
CHR4|189931721-189933186	0.01368147	HGT
CHR4|190105372-190106373	0.01505712	HGT
CHR4|190228671-190230796	0.02114398	HGT
CHR5|175503-177020	0.00607208	HGT
CHR5|357742-359480	0.0204143	HGT
CHR5|497875-499040	0.00512563	HGT
CHR5|509284-510586	0.00519207	HGT
CHR5|562467-566179	0.02175745	HGT
CHR5|567823-569199	0.0055411	HGT
CHR5|631039-633654	0.02168685	HGT
CHR5|696153-697381	0.00912108	HGT
CHR5|857301-858868	0.01297497	HGT
CHR5|882288-883310	0.01943391	HGT
CHR5|1041173-1042347	0.0267825	HGT
CHR5|1057815-1060417	0.00432792	HGT
CHR5|1069978-1072780	0.03345677	HGT
CHR5|1191341-1193455	0.0270162	HGT
CHR5|1272601-1273990	0.03128806	HGT
CHR5|1282649-1285054	0.01492499	HGT
CHR5|1319103-1320692	0.00359527	HGT
CHR5|1724349-1725396	0.00599217	HGT
CHR5|1950634-1951943	0.02185428	HGT
CHR5|1955887-1956938	0.02034743	HGT
CHR5|2145376-2147163	0.02949316	HGT
CHR5|2490314-2491543	0.01363687	HGT
CHR5|4144686-4145713	0.01236273	HGT
CHR5|4842890-4844106	0.02214278	HGT
CHR5|8079381-8080409	0.0262361	HGT
CHR5|10638767-10640052	0.0265442	HGT
CHR5|12056780-12058145	0.02474469	HGT
CHR5|26235281-26236875	0.05370756	HGT
CHR5|45372710-45374360	0.0574150300000001	HGT
CHR5|66621853-66624910	0.10163464	HGT
CHR5|108688427-108690563	0.04118453	HGT
CHR5|117874609-117878452	0.0655004000000001	HGT
CHR5|117879039-117880185	0.0677476099999999	HGT
CHR5|135089105-135092100	0.00763546000000001	HGT
CHR5|135142970-135144038	0.0137835	HGT
CHR5|165227711-165228783	0.0103782	HGT
CHR5|169043466-169044939	0.00372922	HGT
CHR5|175474015-175475743	0.00758877999999999	HGT
CHR5|175499322-175501520	0.00522156	HGT
CHR5|176297783-176299518	0.03396004	HGT
CHR5|177191286-177192649	0.00563268	HGT
CHR5|177222358-177224174	0.00708814	HGT
CHR5|177264753-177265894	0.00123915	HGT
CHR5|177388066-177389378	0.02279649	HGT
CHR5|177406348-177407647	0.06582584	HGT
CHR5|177445123-177447124	0.00575457	HGT
CHR5|178003773-178004825	0.00863204999999999	HGT
CHR5|179275896-179277254	0.01387158	HGT
CHR5|180042145-180043169	0.02029908	HGT
CHR5|180515659-180518455	0.03225557	HGT
CHR5|180752558-180754980	0.00846588	HGT
CHR5|180877085-180878650	0.02323303	HGT
CHR6|519075-521528	0.02406279	HGT
CHR6|601091-602537	0.03135965	HGT
CHR6|1533905-1535208	0.01873967	HGT
CHR6|2200333-2202583	0.01388938	HGT
CHR6|3090955-3094404	0.03704139	HGT
CHR6|7272318-7273971	0.02159578	HGT
CHR6|78312265-78313428	0.02871886	HGT
CHR6|141002660-141004363	0.04336331	HGT
CHR6|151097803-151099035	0.02134938	HGT
CHR6|160546420-160548133	0.01102598	HGT
CHR6|167411085-167412407	0.00518608	HGT
CHR6|167800460-167801840	0.06990575	HGT
CHR6|167801841-167802872	0.06226105	HGT
CHR6|168340783-168342552	0.02088957	HGT
CHR6|168831939-168833001	0.02973115	HGT
CHR6|168889317-168890758	0.01314133	HGT
CHR6|168961798-168963122	0.01629105	HGT
CHR6|168972490-168973681	0.01617456	HGT
CHR6|168993285-168995775	0.02624289	HGT
CHR6|169054187-169055684	0.02351391	HGT
CHR6|169331241-169332880	0.01819323	HGT
CHR6|170369932-170371170	0.01992557	HGT
CHR6|170407088-170408515	0.02719295	HGT
CHR6|170490467-170491520	0.00607688	HGT
CHR6|170505690-170507559	0.01755357	HGT
CHR6|170707354-170709141	0.02239771	HGT
CHR6|170777923-170779383	0.01119573	HGT
CHR6|170816794-170819007	0.01364355	HGT
CHR7|102882-103893	0.03505522	HGT
CHR7|204723-206385	0.00478214	HGT
CHR7|221108-222188	0.02301092	HGT
CHR7|302995-304033	0.02402455	HGT
CHR7|308737-310023	0.01094783	HGT
CHR7|389961-391207	0.0400354700000001	HGT
CHR7|442746-444430	0.01719528	HGT
CHR7|699737-702492	0.02016558	HGT
CHR7|786868-787880	0.01966974	HGT
CHR7|1055140-1056259	0.02545095	HGT
CHR7|1106363-1107730	0.01252487	HGT
CHR7|1304916-1306492	0.0186599	HGT
CHR7|1545315-1546548	0.01363546	HGT
CHR7|1909886-1911377	0.02572942	HGT
CHR7|1926851-1928519	0.04432161	HGT
CHR7|1977263-1979030	0.01870123	HGT
CHR7|2030231-2031619	0.02194867	HGT
CHR7|2097584-2099407	0.03206719	HGT
CHR7|3682723-3683816	0.00712276	HGT
CHR7|4015448-4017154	0.01956929	HGT
CHR7|4419156-4420407	0.01363208	HGT
CHR7|4841760-4843028	0.02764531	HGT
CHR7|45849351-45852928	0.00891385	HGT
CHR7|51456389-51457410	0.0146548	HGT
CHR7|51457411-51459187	0.0078127	HGT
CHR7|56434004-56444726	0.00756171	HGT
CHR7|56868451-56872640	0.00559758	HGT
CHR7|56876892-56882884	0.0110768	HGT
CHR7|56885218-56886544	0.01299182	HGT
CHR7|56890140-56891460	0.0111088	HGT
CHR7|56897084-56900775	0.00724436	HGT
CHR7|57248881-57251162	0.01944214	HGT
CHR7|57927831-57929252	0.02732399	HGT
CHR7|61820344-61821725	0.01919452	HGT
CHR7|63205112-63209473	0.00802968	HGT
CHR7|63210863-63214073	0.01183454	HGT
CHR7|63214208-63216625	0.01113747	HGT
CHR7|63219424-63220450	0.01072965	HGT
CHR7|63225196-63227582	0.01037286	HGT
CHR7|63231557-63235056	0.00621514	HGT
CHR7|64894361-64896116	0.01634974	HGT
CHR7|65563623-65565326	0.0561141100000001	HGT
CHR7|66366672-66369796	0.01067487	HGT
CHR7|75702246-75704291	0.01048618	HGT
CHR7|99191717-99193087	0.00973839000000001	HGT
CHR7|99193605-99194773	0.01451481	HGT
CHR7|121083190-121084225	0.01848144	HGT
CHR7|128293761-128294960	0.00878702	HGT
CHR7|149735143-149736923	0.00745002	HGT
CHR7|149737816-149739030	0.00581232	HGT
CHR7|153755028-153760851	0.00913517	HGT
CHR7|154453685-154456027	0.01884873	HGT
CHR7|154540645-154541851	0.02501593	HGT
CHR7|155581185-155582295	0.00502192999999999	HGT
CHR7|156774881-156776872	0.03593201	HGT
CHR7|157070753-157071875	0.00476296999999999	HGT
CHR7|157219042-157221627	0.00483264	HGT
CHR7|157233631-157235315	0.01264216	HGT
CHR7|157489171-157490176	0.01905173	HGT
CHR7|157725130-157726756	0.01524216	HGT
CHR7|157774577-157776163	0.01939493	HGT
CHR7|157877098-157878402	0.02939264	HGT
CHR7|157897308-157899192	0.02000332	HGT
CHR7|157904895-157906193	0.00593118	HGT
CHR7|157922984-157924920	0.04396264	HGT
CHR7|158119178-158120300	0.05365402	HGT
CHR7|158122664-158125447	0.02119501	HGT
CHR7|158126269-158135296	0.02236025	HGT
CHR7|158168856-158169985	0.02022329	HGT
CHR7|158210120-158211459	0.01508907	HGT
CHR7|158217811-158219476	0.01717998	HGT
CHR7|158247880-158249227	0.01843717	HGT
CHR7|158316077-158317209	0.05004601	HGT
CHR7|158345582-158346762	0.01305859	HGT
CHR7|158362027-158363182	0.00866556	HGT
CHR7|158596406-158597546	0.02197477	HGT
CHR7|158655885-158656954	0.01065309	HGT
CHR7|158670588-158671601	0.02031888	HGT
CHR7|158707713-158709980	0.01878297	HGT
CHR7|158790610-158791665	0.03237669	HGT
CHR7|158855757-158857541	0.00747526	HGT
CHR7|158962655-158963707	0.01077817	HGT
CHR8|45328-46393	0.03398818	HGT
CHR8|253589-255662	0.02016545	HGT
CHR8|620729-622001	0.01371284	HGT
CHR8|883256-884391	0.0214595	HGT
CHR8|914924-916045	0.01421244	HGT
CHR8|927675-928740	0.01712596	HGT
CHR8|940306-942839	0.02484794	HGT
CHR8|983701-985812	0.0234306	HGT
CHR8|1046504-1047725	0.01133788	HGT
CHR8|1137176-1138642	0.01785371	HGT
CHR8|1196780-1198139	0.01398147	HGT
CHR8|1323240-1324296	0.01990909	HGT
CHR8|1336083-1337341	0.01522058	HGT
CHR8|1341295-1342956	0.02420639	HGT
CHR8|1346309-1349853	0.02384592	HGT
CHR8|1351721-1353206	0.02449774	HGT
CHR8|1409092-1410757	0.01517216	HGT
CHR8|1528667-1530404	0.01957317	HGT
CHR8|1916657-1917885	0.02585478	HGT
CHR8|2180420-2181573	0.00791527	HGT
CHR8|2362160-2364152	0.00677373	HGT
CHR8|6229519-6231728	0.01414846	HGT
CHR8|19091338-19092359	0.0416475700000001	HGT
CHR8|25029395-25030466	0.06310219	HGT
CHR8|34099277-34100296	0.03789884	HGT
CHR8|34645583-34646704	0.03189551	HGT
CHR8|43389828-43391049	0.01071017	HGT
CHR8|58190833-58192061	0.00529338	HGT
CHR8|58219144-58220445	0.00706882	HGT
CHR8|58220517-58221587	0.00372208	HGT
CHR8|94683259-94685747	0.01182842	HGT
CHR8|96091957-96093005	0.04640336	HGT
CHR8|120509870-120511513	0.0675103	HGT
CHR8|135476448-135479207	0.01755318	HGT
CHR8|141204902-141206091	0.01678742	HGT
CHR8|142893926-142895106	0.03979267	HGT
CHR8|143494578-143495897	0.04988566	HGT
CHR8|144071369-144072670	0.03102717	HGT
CHR8|144286413-144288324	0.0150302	HGT
CHR8|144390479-144391609	0.00308253	HGT
CHR8|144747873-144749445	0.00801068	HGT
CHR8|145603399-145607778	0.01216873	HGT
CHR8|145756521-145757568	0.02743003	HGT
CHR8|145781897-145783207	0.02447057	HGT
CHR8|145849934-145851947	0.02574081	HGT
CHR8|145859373-145860495	0.01728212	HGT
CHR8|145912267-145913429	0.02498808	HGT
CHR8|145992783-145993940	0.01563016	HGT
CHR9|29871351-29873059	0.00292354	HGT
CHR9|39407425-39408860	0.00587235	HGT
CHR9|42260402-42263741	0.00468867	HGT
CHR9|42743229-42744237	0.02462268	HGT
CHR9|42796783-42798453	0.0207102	HGT
CHR9|42799180-42802310	0.02045284	HGT
CHR9|45355983-45357449	0.00691598	HGT
CHR9|47186385-47187798	0.06093829	HGT
CHR9|66493135-66494625	0.00693698	HGT
CHR9|66948783-66950440	0.02021727	HGT
CHR9|66951164-66952241	0.01957865	HGT
CHR9|67346047-67347253	0.01999685	HGT
CHR9|68309016-68312375	0.00451191	HGT
CHR9|69181404-69182492	0.01554575	HGT
CHR9|69727691-69729563	0.02158616	HGT
CHR9|69730031-69731209	0.01996139	HGT
CHR9|69732218-69733581	0.02109358	HGT
CHR9|69785394-69787856	0.02984875	HGT
CHR9|70095506-70096712	0.02012358	HGT
CHR9|70097721-70099100	0.02186122	HGT
CHR9|70346264-70347442	0.02008297	HGT
CHR9|70348451-70349830	0.02186122	HGT
CHR9|70402369-70403701	0.02743502	HGT
CHR9|70655899-70659416	0.00457354	HGT
CHR9|99983999-99985129	0.00713775	HGT
CHR9|106782461-106784218	0.0410885500000001	HGT
CHR9|130900393-130902235	0.0117073	HGT
CHR9|134461599-134462711	0.07895282	HGT
CHR9|137743533-137744681	0.02503263	HGT
CHR9|137959378-137960415	0.00426725	HGT
CHR9|138177028-138178546	0.03974831	HGT
CHR9|138423460-138424546	0.01750569	HGT
CHR9|138570450-138571900	0.01112228	HGT
CHR9|138578935-138580611	0.00561834	HGT
CHR9|139854202-139855483	0.00705347	HGT
CHR9|139996282-139998319	0.02366482	HGT
CHR9|140168279-140169578	0.00485479	HGT
CHR9|140221905-140223399	0.01371751	HGT
CHR9|140235760-140236795	0.01962536	HGT
CHR9|140344729-140346269	0.02875611	HGT
CHR9|140712946-140714193	0.02923338	HGT
CHR9|140815702-140816926	0.01440587	HGT
CHR9|140912342-140913825	0.02771597	HGT
CHR10|92748-94380	0.00225804	HGT
CHR10|310157-311269	0.0132141	HGT
CHR10|382690-383995	0.05846724	HGT
CHR10|491046-492434	0.01318463	HGT
CHR10|692913-695180	0.01714016	HGT
CHR10|717103-718310	0.02608808	HGT
CHR10|811966-813012	0.01417952	HGT
CHR10|829420-830564	0.01251989	HGT
CHR10|1021637-1022951	0.01781138	HGT
CHR10|1250939-1251997	0.00596265	HGT
CHR10|1382768-1384100	0.01855302	HGT
CHR10|1451360-1452587	0.0119813	HGT
CHR10|1634375-1635636	0.01889434	HGT
CHR10|3720718-3721929	0.02100921	HGT
CHR10|12816958-12818144	0.03341382	HGT
CHR10|20838630-20839801	0.01579273	HGT
CHR10|38893307-38894542	0.01807092	HGT
CHR10|39032432-39033650	0.02075295	HGT
CHR10|39034906-39036122	0.01924887	HGT
CHR10|42606392-42608851	0.0180986	HGT
CHR10|42645156-42646501	0.02189431	HGT
CHR10|42672418-42673454	0.02826142	HGT
CHR10|42725278-42726780	0.0206819	HGT
CHR10|42727554-42728778	0.01736898	HGT
CHR10|45676234-45677273	0.01053191	HGT
CHR10|56358368-56359477	0.00380223	HGT
CHR10|57513132-57514269	0.01156086	HGT
CHR10|59230029-59232576	0.0562610200000001	HGT
CHR10|116954047-116959774	0.00182456	HGT
CHR10|132098699-132100219	0.01672239	HGT
CHR10|133765423-133767365	0.02285548	HGT
CHR10|134257976-134258989	0.00495348	HGT
CHR10|134386454-134388005	0.03119349	HGT
CHR10|134496025-134497120	0.00940756	HGT
CHR10|134505197-134507330	0.00210222	HGT
CHR10|134530753-134535381	0.01974345	HGT
CHR10|134585030-134586483	0.01805056	HGT
CHR10|134968987-134970186	0.01508883	HGT
CHR10|134992058-134994014	0.00353992	HGT
CHR10|135132278-135133306	0.00893139	HGT
CHR10|135152535-135153639	0.04133026	HGT
CHR10|135252565-135253793	0.0035681	HGT
CHR10|135379556-135380750	0.01825327	HGT
CHR10|135430569-135432720	0.00549855	HGT
CHR10|135478554-135479710	0.00935813	HGT
CHR11|127855-129652	0.0078564	HGT
CHR11|410596-412830	0.02695724	HGT
CHR11|482395-483597	0.00989976000000001	HGT
CHR11|497008-498068	0.02544395	HGT
CHR11|519244-520317	0.02606326	HGT
CHR11|1141246-1142272	0.07919546	HGT
CHR11|1357609-1358778	0.01299635	HGT
CHR11|1370725-1371927	0.00565632	HGT
CHR11|1373097-1374897	0.02111113	HGT
CHR11|1438514-1439895	0.01757359	HGT
CHR11|1450751-1454635	0.0180759	HGT
CHR11|1935378-1936975	0.04103677	HGT
CHR11|2312447-2313903	0.01637939	HGT
CHR11|37765035-37767311	0.04456652	HGT
CHR11|41325516-41326903	0.02610839	HGT
CHR11|47377824-47379668	0.0253306	HGT
CHR11|51434225-51435424	0.00131927	HGT
CHR11|55086947-55088002	0.00208961	HGT
CHR11|55218356-55220104	0.00467544	HGT
CHR11|55235184-55236220	0.00143554	HGT
CHR11|58121984-58124175	0.00203284	HGT
CHR11|58131607-58132790	0.00213293	HGT
CHR11|60866723-60868177	0.0596220700000001	HGT
CHR11|71072892-71074379	0.04300769	HGT
CHR11|114472185-114473860	0.06076512	HGT
CHR11|114501943-114503941	0.02547454	HGT
CHR11|119951688-119953115	0.01678681	HGT
CHR11|131938821-131941316	0.02577091	HGT
CHR11|132924554-132925998	0.01110678	HGT
CHR11|134360090-134361719	0.01133617	HGT
CHR11|134629121-134630467	0.01131659	HGT
CHR11|134798755-134799873	0.02356152	HGT
CHR11|134909810-134911509	0.02351516	HGT
CHR12|73827-74982	0.00890171	HGT
CHR12|1187898-1189086	0.02155327	HGT
CHR12|5082084-5083181	0.02622672	HGT
CHR12|6399192-6400900	0.02367871	HGT
CHR12|7139879-7140932	0.0119906	HGT
CHR12|9555188-9556356	0.01579896	HGT
CHR12|9558035-9559937	0.01476004	HGT
CHR12|9721836-9723003	0.0157242	HGT
CHR12|29944346-29947201	0.01688013	HGT
CHR12|31270495-31274073	0.0126255	HGT
CHR12|34487632-34490328	0.00590639	HGT
CHR12|34491528-34494428	0.00571032	HGT
CHR12|34494487-34500644	0.00517169	HGT
CHR12|55503220-55504468	0.00246818	HGT
CHR12|55692799-55694222	0.00256884	HGT
CHR12|55814949-55816271	0.00136271	HGT
CHR12|58363542-58364836	0.00962036	HGT
CHR12|108289595-108290617	0.01471015	HGT
CHR12|115341523-115342526	0.04497826	HGT
CHR12|117540821-117541959	0.02203587	HGT
CHR12|117564308-117565765	0.00839967	HGT
CHR12|125155908-125157772	0.0424049	HGT
CHR12|125574174-125575297	0.03809921	HGT
CHR12|128725562-128727150	0.03945422	HGT
CHR12|129329414-129331596	0.01643309	HGT
CHR12|130823000-130824036	0.01260508	HGT
CHR12|131016353-131017861	0.01793377	HGT
CHR12|131248630-131250304	0.0293686	HGT
CHR12|131529138-131530197	0.00466953	HGT
CHR12|131771719-131772966	0.00740933	HGT
CHR12|131790551-131791584	0.0179169	HGT
CHR12|132066682-132067863	0.05740267	HGT
CHR12|132633449-132635055	0.02949962	HGT
CHR12|132645007-132647301	0.01328017	HGT
CHR12|132653051-132654057	0.01025531	HGT
CHR12|132660063-132661520	0.00625393999999999	HGT
CHR12|132808437-132809534	0.00558927	HGT
CHR12|132811654-132814174	0.03490695	HGT
CHR12|132814208-132819531	0.03273301	HGT
CHR12|132843073-132844136	0.00488076	HGT
CHR12|132957766-132960277	0.02088096	HGT
CHR12|132969180-132970558	0.00291945	HGT
CHR12|132973272-132977579	0.00495103	HGT
CHR12|132979466-132982266	0.005151	HGT
CHR12|132984856-132986031	0.00557311	HGT
CHR12|132993483-132994718	0.00568736000000001	HGT
CHR12|133014638-133016202	0.00449675	HGT
CHR12|133054729-133056446	0.00476085	HGT
CHR12|133056447-133057726	0.00455218	HGT
CHR12|133116034-133117811	0.01627637	HGT
CHR12|133268841-133271175	0.04204533	HGT
CHR13|19039555-19042282	0.00183461	HGT
CHR13|19172893-19175049	0.00574637	HGT
CHR13|19319694-19320699	0.00803726	HGT
CHR13|19566836-19571345	0.02464332	HGT
CHR13|19711552-19712597	0.02493983	HGT
CHR13|24929656-24931291	0.0774795099999999	HGT
CHR13|25592303-25593454	0.00709063	HGT
CHR13|45951357-45952393	0.01424186	HGT
